년도,교명,PR1,PR1,PR1,PR2,PR2,PR2,PR3,PR3,PR3,PR4,PR4,PR4,PR5,PR5,PR5,PR6,PR6,PR6,PR7,PR7,PR7,SC1,SC1,SC1,SC2,SC2,SC2,SC3,SC3,SC3,SC4,SC4,SC4,SC5,SC5,SC5,SC6,SC6,SC6,SC7,SC7,SC7,ST1,ST1,ST1,ST2,ST2,ST2,ST3,ST3,ST3,ST4,ST4,ST4,ST5,ST5,ST5,ST6,ST6,ST6,ST7,ST7,ST7,MA1,MA1,MA1,MA2,MA2,MA2,MA3,MA3,MA3,MA4,MA4,MA4,MA5,MA5,MA5,MA6,MA6,MA6,MA7,MA7,MA7,FA1,FA1,FA1,FA2,FA2,FA2,FA3,FA3,FA3,FA4,FA4,FA4,FA5,FA5,FA5,FA6,FA6,FA6,FA7,FA7,FA7,ET1,ET1,ET1,ET2,ET2,ET2,ET3,ET3,ET3,ET4,ET4,ET4,ET5,ET5,ET5,ET6,ET6,ET6,ET7,ET7,ET7
1989,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1990,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1991,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1992,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1993,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1994,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1995,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1996,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,대학 설립을 위한 계획,1996년 2월,교육부에서 대학 설립을 위한 기본 계획을 확정했다.,전문 대학 설립 추진,1996년 2월 16일,장애인을 위한 전문 대학 설립을 추진했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1997,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,대학 설립을 위한 부지 선정,1997년 11월,교육부에서 대학 설립을 위한 부지를 선정하고 부지의 매입을 추진했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1998,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1999,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,대학 설립 착공,1999년 10월,10월부터 대학 설립을 위한 착공,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,대학 시설 신축 공사,1999년 10월,대학 시설 신축을 위한 공사를 착공했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2000,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,국립특수전문대학 설립준비위원회,2000년 4월 25일,국립특수전문대학 설립준비위원회를 구성했다. 학과 교육과정 설정 및 학사계획과 교육시설의 종류 및 배치 등 업무를 추진했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2001,설립전,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,개교준비단 구성,2001년 4월,교육부에서 대학 설립을 위한 개교준비단(단장 윤점룡)을 구성하여 운영했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,입학 전형 실시,2001년 11월 20일,02학년도 신입생 모집을 위한 입학 전형을 실시했다. 각 학과 25명씩 총 250명을 모집했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,대학 시설 준공,2001년 12월 8일,우리 대학 시설이 준공됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2002,한국재활복지대학,초대 학장 김형식 취임,2002년 3월 2일,초대 학장으로 김형식 박사(2002. ~ 2004.)가 취임했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,한국재활복지대학 신설,2002년 2월 4일,한국재활복지대학이 국립전문대학으로 신설되는 사실을 반영하여 국립학교설치령이 개정됐고 공포됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2002학년도 신입생 입학식,2002년 3월 5일,2002학년도 신입생 입학식을 진행했다.10개 학과 236명.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설,2002년,다음의 학과가 신설됐다. 의료보장구과 / 재활복지과 / 수화통역과 / 광고홍보과 / 생활장식디자인과 / 정보보안시스템과 / 컴퓨터게임개발과 / 실용음악과 / 귀금속디자인과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,산업기술연구소 공사,2002년 7월 13일,산업기술연구소의 부속시설이 신설됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2003,한국재활복지대학,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 명칭 변경,2003년,학과 명칭이 변경됐다. 생활장식디자인과→생활환경디자인과 / 정보보안시스템과→정보보안과 / 실용음악과→멀티미디어음악과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학생 생활관 통합,2003년 3월 1일,보건관리센터를 학생생활관으로 통합했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2004,한국재활복지대학,제2대 학장 장석민 취임,2004년,제2대 학장으로 장석민(2004. ~ 2007.)이 취임했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,제1회 전문학사 학위수여식,2004년 2월 18일,2003학년도 제1회 전문학사 학위수여식을 진행했다. 10개 학과 159명 전문학사 학위 수여.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,산학협력단 설치,2004년 3월 8일,산학협력단을 설치하고 운영했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2005,한국재활복지대학,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,튜터 시스템 운영,2005년 9월 8일,튜터 시스템 운영 등 장애학생 학습 지원 예산(11.8억)을 지원했다.,다목적 실습동 증축,2005년 9월 8일,다목적 실습동 증축 및 보조공학센터 설치비 (115.2억) 지원했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,신문방송국 운영,2005년 6월 17일,학보사와 방송국을 통합하여 신문방송국으로 하며 신문방송국은 부속시설로 운영한다. 재활복지연구소를 장애학생지원관으로 변경,장애학생지원관 운영,2005년 6월 17일,재활복지연구소를 장애학생지원관으로 변경했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2006,한국재활복지대학,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,장애학생 교육복지 최우수 대학,2006년 2월,2005년도 대학 장애학생 교육복지 지원실태평가 최우수 대학으로 선정됐다.,나눔콘서트 개최,2006년 10월,2006 나눔콘서트를 개최했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설 및 입학 정원,2006년 1월 25일,장애유아보육과가 신설됐다. 입학 정원은 20명이고 타 학과의 입학정원은 25명에서 23명으로 감축했다.,학과 명칭 변경,2006년 1월 25일,정보보안과→컴퓨터정보보안과 / 애니메이션과→컴퓨터영상디자인과 / 생활환경디자인과→인테리어디자인과 / 귀금속디자인과→쥬얼리디자인과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,기획실 설치,2006년 4월 1일,기획실을 설치하고 운영한다.,평생교육원 설치,2006년 4월 17일,교내 평생교육원이 설치되고 운영됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2007,한국재활복지대학,제3대 학장 윤점룡 취임,2007년 5월 14일,제3대 학장으로 윤잠룡(2007.5.14. ~ 2011.)이 취임했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,부속 시설 운영,2007년 1월 2일,기획실과 평생교육원을 부속 시설로 한다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2008,한국재활복지대학,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,의료보장구과 설치,2007년 10월,의료보장구과 전공심화 학사과정 설치를 인가했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,부속 시설 설치,2008년 9월 19일,유니버설디자인센터를 부속 시설로 설치했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2009,한국재활복지대학,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2010,한국재활복지대학,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2011,한국복지대학교,제4대 학장 이창호 취임,2011년 5월 14일,제4대 학장으로 이창호(2011.5.14. ~ 2016.)가 취임했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,장애학생 교육복지 최우수 대학,2011년 2월,2011학년도 대학 장애학생 교육복지 지원 실태 평가 최우수대학으로 선정됐다.,3년제 학과 전환,2011년 7월,대학 전학과를 3년제 학과로 전환했다.,한국복지대학교 교명 변경,2011년 9월 1일,한국복지대학교로 교명이 변경됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설,2011년 7월 31일,6개 학과 2년제에서 3년제로 신설 및 개편이 승인 됐다. 3년제 신/개편학과 : 광고홍보과 / 컴퓨터정보보안과 / 게임콘텐츠과 / 모던음악과 / 디지털디자인과 / 인테리어디자인과,학과  명칭 변경,2011년 7월 31일,학과명칭이 변경됐다. 컴퓨터게임개발과→게임콘텐츠과 / 멀티미디어음악과→모던음악과 / 컴퓨터영상디자인과→디지털디자인과 / 쥬얼리디자인과→귀금속보석공예과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,대학문화공간 신축,2011년 11월,대학문화공간 well이 신축됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2012,한국복지대학교,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,한국복지대학 비전 및 UI,2012년 5월 15일,한국복지대학 비전 및 UI를 공표했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 명칭 변경,2012년,학과 명칭이 변경됐다. 컴퓨터영상디자인과→디지털디자인과 / 컴퓨터게임개발과→게임콘텐츠과 / 멀티미디어음악과→모던음악과 / 쥬얼리디자인과→귀금속보석공예과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,평생교육원 운영,2012년 3월,장애인 평생교육원 웰투게더가 운영됐다.,원격교육지원센터 설치,2012년 3월,전국 장애대학생 원격교육지원센터가 설치되고 운영됐다.,창의관 준공,2012년 12월 1일,창의관이 준공됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2013,한국복지대학교,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,전문대학기관평가 인증,2013년 1월 1일,한국전문대학교육협의회의 전문대학기관평가 인증(2014.01.01.∼2018.12.31. 총5년)을 획득했다. ,전문대학 육성사업 선정,2013년 6월 1일,교육부 특성화 전문대학 육성사업(Ⅲ유형)(2014.6.1.∼2016.2.29. 총2년)에 선정됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,신설학과 승인,2013년 7월 7일,신설학과가 승인됐다. 장애인행정과 및 장애상담과 신설이 승인됐다.,학과 신설,2013년 11월 29일,학과 신설이 승인됐다. 재활복지학과 / 수어통역학과 / 장애유아보육학과 신설이 승인됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,사회통합지원센터 착공,2013년 10월,사회통합지원센터가 착공됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2014,한국복지대학교,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,장애학생 교육복지 최우수 대학,2014년 2월,2014학년도 대학 장애학생 교육복지 지원 실태 평가 최우수대학으로 선정됐다.,장애인 고등교육 연구 1호 발간,2014년 6월,장애인 고등교육 연구 1권 1호가 발간됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,장애 특성과 신설,2014년 3월 1일,장애 특성화 계열(장애인 100%) 장애인행정과 및 장애인상담과 신설됐다.,학과 명칭 변경,2014년 3월 1일,학과 명칭이 변경됐다. 디지털디자인과 → 산업디자인과,학과 명칭 변경,2014년 5월 29일,학과명칭이 변경됐다. 재활복지과 → 사회복지과,학과 신설,2014년 12월 7일,학과 신설이 승인됐다. 컴퓨터정보보안학과 / 귀금속보석공예학과 / 유니버설디자인학과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2015,한국복지대학교,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2016,한국복지대학교,제5대 총장 이상진 취임,2016년 6월 7일,제5대 총장으로 이상진(2016.6.7. ~ 2020.)이 취임했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,장애대학생 도우미 지원 사업 선정,2016년 12월 23일,교육부 주관으로 전국 장애대학생 도우미(일반/전문/원격) 지원사업 주관기관으로 선정됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설 및 개편,2016년 4월 8일,학과가 개편 및 신설됐다. 장애인레저스포츠과 학과 신설. 통합 : 컴퓨터정보보안과 및 게임콘텐츠과→컴퓨터정보보안과 / 광고홍보과 및 산업디자인과 및 인테리어디자인과→유니버설디자인과 ,학과 명칭 변경,2016년 4월 8일,학과 명칭이 변경됐다. 재활복지과→사회복지과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,미래관 준공,2016년 10월 1일,사회통합지원센터 미래관이 준공됐다.,재활심리치료교육센터 개소,2016년 11월 1일,재활심리치료교육센터(RPEC)가 개소됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2017,한국복지대학교,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2016년도 대한민국 우수시설학교,2017년 1월 18일,교육부 주관으로 미래관 2016년도 대한민국 우수시설학교로 선정됐다. 대학부문 대상(부총리겸 교육부장관 표창),장애대학생 도우미 지원 사업,2017년 2월,전국 장애대학생 도우미(일반/전문/원격) 지원 사업 주관기관으로 지정됐다.,장애인 맞춤형 창업교육 수행기관,2017년 4월 27일,장애인기업종합지원센터 주관의 2017년도 장애인 맞춤형 창업교육 수행기관으로 선정됐다.,전국대학도서관 우수기관,2017년 6월 22일,교육부 주관의 2016년 전국대학도서관 진단평가 결과 우수기관으로 선정됐다.,장애학생 교육복지 최우수 대학,2017년 12월 28일,교육부 및 국립특수교육원 주관의 2017학년도 대학 장애대학생 교육복지지원 실태평가 최우수대학으로 선정됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설,2017년 2월,학사학위 전공심화과정 장애인행정학과 / 장애상담학과 신설이 승인됐다.,학과 명칭 변경,2017년 2월,학과 명칭이 변경됐다. 수화통역과→한국수어교원과,학과 신설,2017년 3월 31일,장애 특성화 계열(장애인 100%) 장애인레저스포츠과 및 유니버설건축과 신설이 승인됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2018,한국복지대학교,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,국립대학 육성사업,2018년 3월 1일,교육부 및 한국연구재단 주관으로 국립대학 육성사업(2018.03.01.~2023.02.28. 총4년)을 협약 맺었다.,장애인 맞춤형 창업교육 수행기관,2018년 6월 11일,장애인기업종합지원센터 주관의 2018년도 장애인 맞춤형 창업교육 수행기관으로 선정됐다.,진로취업지원사업 거점대학,2018년 11월 21일,교육부 주관의 장애대학생 진로취업지원사업 거점대학(2019년~2020년. 총2년)으로 선정됐다.,장애대학생 진로취업지원사업 거점대학,2018년 11월 21일,교육부 주관의 장애대학생 진로취업지원사업 거점대학 (2019년~2020년. 총2년)으로 선정됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설,2018년 7월 30일,학과 신설이 승인됐다. (학사학위 전공심화과정) 모던음악학과,학과 명칭 변경,2018년 7월 30일,학과 명칭이 변경됐다. 수어통역학과→한국수어교원학과 / 장애인행정학과→공공행정학과 / 장애인심리학과→장애심리상담학과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,드론교육원 개원,2017년 8월 1일,한국복지대학교의 드론교육원이 개원했다.,아동발달교육지원센터 개소,2018년 12월 14일,(학교기업3호) 아동발달교육지원센터가 개소됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2019,한국복지대학교,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,대학통합추진 양해각서,2019년 4월 15일,한국복지대+한경대 대학통합추진 양해각서가 체결됐다. ,천원의 아침밥 운영 사업 우수학교,2019년 12월 2일,농림축산식품부 주관으로 2019년 천원의 아침밥 운영 사업 우수학교로 선정됐다. (최우수상 및 농림수산식품교육문화정보원장상),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설,2019년 4월 6일,학과 신설이 승인됐다. 창의자율전공학부,학과 신설,2019년 9월 10일,학과 신설이 승인됐다. (학사학위 전공심화과정) 장애인레저스포츠학과 신설 승인 ,학과 명칭 변경,2019년 9월 10일,학과 명칭이 변경됐다. 장애유아보육과→유아특수보육과,null,null,null,null,null,null,null,null,null,null,null,null,누리동 준공,2018년 1월 15일,학생생활관 누리동이 준공(20개실. 80명 수용)됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2020,한국복지대학교,제6대 총장 성기창 취임,2020년 8월 7일,제6대 총장으로 성기창(2020.8.7. ~ 2023.3.)이 취임했다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,보수교육 기관별 평가결과 최고점,2020년 2월 25일,2019년 경기도 보육교직원 보수교육 기관별 평가결과 최고점을 획득했다.(총21개 기관 중 1위),대학통합 합의서 체결,2020년 6월 3일,한국복지대+한경대 대학통합 합의서 체결,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,학과 신설,2020년 4월 16일,학과 신설이 승인됐다. AI반도체융합과,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,메이커교육센터 설립,2019년 1월 14일,창업보육센터 및 메이커교육센터가 설립됐다. ,프로 올 테크 센터 개소,2020년 2월 3일,(학교기업4호) 프로 올 테크 센터가 개소됐다.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
